Date,State,Bill,Bill Description,Bill Type,Status,Bill Link
2022-01-04,Kentucky,HB23,Amend KRS 156.070 to require KHSAA to promulgate administrative regulations or bylaws requiring schools to designate all interscholastic athletics based upon the biological sex of the students eligible to participate; prohibit male students from participating in girls' athletics; establish how to designate biological sex; prohibit designated agencies from entertaining complaints or investigations of policies; create a cause of action against a school that violates these provisions; create a new section of KRS Chapter 164 to require a public postsecondary education institution or private postsecondary education institution that is a member of a national intercollegiate athletic association to designate all intercollegiate and intramural athletics authorized by the institution based on biological sex of students eligible to participate; require that institutions prohibit male students from participating in womens' athletics; prohibit designated agencies from entertaining complaints or investigations of policies; create a cause of action against a postsecondary institution that violates these provisions; title the Act ""Fairness in Womens' Sports Act."",Youth Athletics,Introduced,https://legiscan.com/KY/bill/HB23/2022
2022-01-04,Indiana,SB0034,"Prohibited services relating to care of minors. Prohibits specified health care professionals from: (1) performing certain medical procedures on a minor; or (2) subjecting a minor to certain activities; that purposely attempt to change, reinforce, or affirm a minor's perception of the minor's own sexual attraction or sexual behavior, or attempt to change, reinforce, or affirm a minor's gender identity when the identity is inconsistent with the minor's biological sex.",Healthcare,Introduced*,https://legiscan.com/IN/bill/SB0034/2022
2022-01-04,Indiana,HB1040,"Education matters. Defines ""qualified school"". Provides that a school corporation or qualified school is prohibited from subjecting any student to, or making available, disseminating, or providing to any student, any obscene matter or performance or certain matters or performances harmful to minors. Provides that each school corporation or qualified school shall provide for all students in grades 6 through 12 as part of required recitation concerning the system of government in Indiana and in the United States, instruction that socialism, Marxism, communism, totalitarianism, or similar political systems are incompatible with and in conflict with the principles of freedom upon which the United States was founded. Provides that a school corporation or qualified school may not provide instruction that socialism, Marxism, totalitarianism, or similar political systems are compatible with the principles of freedom upon which the United States was founded. Provides that a parent of a student or an emancipated student who attends a school corporation or qualified school may opt out of a face mask or face covering requirement. Requires the department of education (department) to develop a notice form that may be used by a parent or an emancipated student to indicate that the parent or emancipated student opts out of the face mask or face covering requirement. Provides that the governor, a state agency, a local health board or local health officer, or a school corporation or qualified school may not require a student of a school corporation or qualified school to quarantine against COVID-19 or other communicable disease if the student is asymptomatic. Provides that the governor, a state agency, a local health board or local health officer, or a school corporation or qualified school may not require, as a condition for employment, enrollment, attendance, or participation in a school corporation or qualified school or in a school extracurricular activity, a student to be immunized against COVID-19 or other communicable disease. Provides that, after December 31, 2020, the list of communicable diseases that require documentation of immunity for a student may be expanded or modified only by an act of the general assembly. Establishes certain consent requirements regarding students. Provides that, if the attorney general determines that a school corporation or qualified school: (1) discloses a student education record, or any information in a student education record; or (2) has a student who is less than 18 years of age and is not emancipated participate in any medical inspection, medical treatment, mental health assessment, mental health service, psychiatric or psychological examination or test, or psychiatric or psychological treatment without the informed written consent of the student's parent; the attorney general may assess a civil penalty against the school corporation, charter school, or laboratory school. Provides that the parent of a student or protected right petitioner may bring a civil action for certain violations. Defines ""protected right violations"". Defines ""protected right petitioner"". Establishes procedures for a protected right petitioner to file a complaint form alleging a protected right violation occurred within a school corporation or qualified school. Provides that a protected right petitioner may appeal a school corporation's or qualified school's findings to the department. Requires the department to appoint an administrative law judge to adjudicate appeals. Requires the department to issue a final order. Requires the attorney general or the attorney general's designee to review a school corporation's or qualified school's findings or the department's final order. Provides that the attorney general may assess civil penalties if the attorney general determines a protected right violation occurred. Provides that a school corporation or qualified school may not take retaliatory action against a protected right petitioner or an individual related to or associated with the protected right petitioner. Provides that, if a school corporation or qualified school uses a third party vendor in providing a personal analysis, evaluation, or survey that reveals or attempts to affect a student's attitudes, habits, traits, opinions, beliefs, or feelings, the third party vendor and the school corporation or public school may not collect or maintain the responses to or results of the analysis, evaluation, or survey in a manner that would identify the responses or results of an individual student. Provides that the consent requirements for certain student personal analysis, evaluations, or surveys apply even if the analysis, evaluation, or survey is directly related to academic instruction. Requires, not later than June 30, 2022, and not later than June 30 each year thereafter, each qualified school to post on the qualified school's Internet web site, in a manner that is accessible by the public, certain information regarding learning materials and educational activities. Requires the department to develop and post on the department's Internet web site a model plan for presenting the learning material or educational activity information. Makes changes to information that must be included on a school corporation's annual performance report. Makes changes to information that must be included on a school's longitudinal dashboard. Reconciles versions of IC 10-21-1-2 that were enacted by the 2019 general assembly. Repeals provisions requiring the department to develop the children's social, emotional, and behavioral health plan. Makes conforming amendments.",Healthcare,Introduced*,https://legiscan.com/IN/bill/HB1040/2022
2021-12-30,New Hampshire,HB1651,Adding sexual reassignment to the definition of child abuse.,Healthcare,Introduced,https://legiscan.com/NH/bill/HB1651/2022
2021-12-22,Virginia,SB20,Treatment of transgender students; model policies. Eliminates the requirement that each school board adopt policies that are consistent with the model policies developed by the Department of Education concerning the treatment of transgender students in public elementary and secondary schools.,Schools / Education,Introduced*,https://legiscan.com/VA/bill/SB20/2022
2021-11-17,New Hampshire,HB1180,Relative to state recognition of biological sex.,ID Updates,Introduced,https://legiscan.com/NH/bill/HB1180/2022
2021-10-21,United States,SB3037,"Prohibits an elementary or secondary school from receiving federal funds unless the school complies with specified requirements related to parental consent and student gender identity. Among other requirements, school employees may not withhold information from parents about a minor student's gender transition or gender identity. The Department of Justice or a parent or guardian may bring a civil action against a school for violations.",Healthcare,Introduced,https://legiscan.com/US/bill/SB3037/2021
2021-10-19,Ohio,HB454,"To enact sections 3129.01, 3129.02, 3129.03, 3129.04, 3129.05, 3129.06, 3129.07, and 3129.08 of the Revised Code to prohibit certain procedures to alter a minor child's sex and to designate this act as the Save Adolescents from Experimentation (SAFE) Act.",Healthcare,Introduced,https://legiscan.com/OH/bill/HB454/2021
2021-06-22,Michigan,HB5082,Education: athletics; requirement that only biological males may compete for a position on and compete on a boys' high school team in an interscholastic activity and only biological females may compete for a position on and compete on a girls' high school team in an interscholastic activity; provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1146a & repeals sec. 1289 of 1976 PA 451 (MCL 380.1289).,Youth Athletics,Introduced,https://legiscan.com/MI/bill/HB5082/2021
2021-05-13,Illinois,HB4082,"Amends the Interscholastic Athletic Organization Act. Provides that any athletic team or sport that is under the jurisdiction of an association or entity that provides for interscholastic athletics or athletic competition among schools and student must be expressly designated as (i) a male athletic team or sport, (ii) a female athletic team or sport, or (iii) a coeducational athletic team or sport. Provides that an athletic team or sport designated as being female is available only to participants who are female, based on their biological sex. Requires a school district or nonpublic school to obtain a written statement signed by a student's parent or guardian or the student verifying the student's age, biological sex, and that the student has not taken performance enhancing drugs; provides for a penalty for false or misleading statements. Prohibits a governmental entity or an association or entity that provides for interscholastic athletics or athletic competition among schools and students from entertaining a complaint, opening an investigation, or taking any other adverse action against a school district or nonpublic school for maintaining athletic teams or sports in accordance with these provisions.",Youth Athletics,Introduced*,https://legiscan.com/IL/bill/HB4082/2021
2021-05-12,Alaska,SB140,"An Act relating to school athletics, recreation, athletic teams, and sports.",Youth Athletics,Introduced,https://legiscan.com/AK/bill/SB140/2021
2021-04-06,South Carolina,H4153,"Amend The Code Of Laws Of South Carolina, 1976, So As To Enact The ""save Women's Sports Act"" By Adding Section 59-1-500 So As To Ensure Continued Inclusivity Of Females In The School Sports Arena By Providing That Public And Private Middle School-level And High School-level Teams And Sports Must Be Designated Based On Biological Sex, To Provide That Teams Or Sports Designated For Females May Be Restricted To Students Of The Female Sex, To Provide For Certain Protections For Public And Private Schools, And To Provide Certain Relief For Violations.",Youth Athletics,Introduced*,https://legiscan.com/SC/bill/H4153/2021
2021-04-05,North Carolina,S514,Youth Health Protection Act,Healthcare,Introduced,https://legiscan.com/NC/bill/S514/2021
2021-03-29,Massachusetts,H1536,For legislation to protect the religious beliefs and moral convictions of citizens of the Commonwealth. The Judiciary.,Public Facilities,Introduced,https://legiscan.com/MA/bill/H1536/2021
2021-03-22,North Carolina,H358,Save Women's Sports Act,Youth Athletics,Introduced,https://legiscan.com/NC/bill/H358/2021
2021-03-18,Washington,HB1556,Concerning equitable competition between students who participate in school athletic activities.,Youth Athletics,Introduced*,https://legiscan.com/WA/bill/HB1556/2021
2021-03-16,United States,HB1927,"Modifies provisions relating to federal funding for, and health insurance coverage of, gender reassignment medical interventions, which include surgical remedies and hormone therapy arising from a conflict between an individual's gender identity and the sex the individual has or was identified as having at birth. Specifically, the bill prohibits the use of federal funds for gender reassignment medical interventions or for health coverage that includes such interventions. Additionally, such interventions may not be provided in a federal health care facility or by a federal employee. Under current law, coverage of these interventions through Medicare and Medicaid is generally determined at the state level. The bill's restrictions regarding the use of federal funds do not apply to treatment of individuals with medically verifiable disorders of sex development, such as individuals born with atypical development of chromosomal, gonadal, or anatomical sex. The bill also prohibits qualified health plans from including coverage for gender reassignment medical interventions. Further, plans that include coverage for such interventions are not eligible for federal subsidies.",Healthcare,Introduced,https://legiscan.com/US/bill/HB1927/2021
2021-03-16,United States,SB777,"Modifies provisions relating to federal funding for, and health insurance coverage of, gender reassignment medical interventions, which include surgical remedies and hormone therapy arising from a conflict between an individual's gender identity and the sex the individual has or was identified as having at birth. Specifically, the bill prohibits the use of federal funds for gender reassignment medical interventions or for health coverage that includes such interventions. Additionally, such interventions may not be provided in a federal health care facility or by a federal employee. Under current law, coverage of these interventions through Medicare and Medicaid is generally determined at the state level. The bill's restrictions regarding the use of federal funds do not apply to treatment of individuals with medically verifiable disorders of sex development, such as individuals born with atypical development of chromosomal, gonadal, or anatomical sex. The bill also prohibits qualified health plans from including coverage for gender reassignment medical interventions. Further, plans that include coverage for such interventions are not eligible for federal subsidies.",Healthcare,Introduced,https://legiscan.com/US/bill/SB777/2021
2021-03-16,United States,HB1926,"Establishes a new criminal offense for performing gender reassignment medical interventions on minors. It also provides that a minor who receives such an intervention may bring a civil action against each person who performed that intervention. The bill defines these interventions as certain surgeries or the use of hormones to change the body of an individual to correspond to a sex that is discordant with the individual's biological sex. It excludes, however, interventions in cases where an individual has ambiguous external biological sex characteristics or where a physician has determined that an individual does not have normal sex chromosome structure, sex steroid hormone production, or sex steroid hormone action. An individual who performs these interventions on a minor is subject to criminal penalties—a fine, a prison term of up to five years, or both. A minor who receives these medical interventions may not be arrested or prosecuted for an offense under this bill.",Healthcare,Introduced,https://legiscan.com/US/bill/HB1926/2021
2021-03-16,United States,SB778,"Establishes a new criminal offense for performing gender reassignment medical interventions on minors. It also provides that a minor who receives such an intervention may bring a civil action against each person who performed that intervention. The bill defines these interventions as certain surgeries or the use of hormones to change the body of an individual to correspond to a sex that is discordant with the individual's biological sex. It excludes, however, interventions in cases where an individual has ambiguous external biological sex characteristics or where a physician has determined that an individual does not have normal sex chromosome structure, sex steroid hormone production, or sex steroid hormone action. An individual who performs these interventions on a minor is subject to criminal penalties—a fine, a prison term of up to five years, or both. A minor who receives these medical interventions may not be arrested or prosecuted for an offense under this bill.",Healthcare,Introduced,https://legiscan.com/US/bill/SB778/2021
2021-03-16,Ohio,SB132,"To enact sections 3313.5317 and 3345.561 of the Revised Code to enact the ""Save Women's Sports Act"" to require schools, state institutions of higher education, and private colleges to designate separate single-sex teams and sports for each sex.",Youth Athletics,Introduced,https://legiscan.com/OH/bill/SB132/2021
2021-03-10,Michigan,SB0218,Education: athletics; requirement that only biological males may compete for a position on and compete on a boys' high school team in an interscholastic activity and only biological females may compete for a position on and compete on a girls' high school team in an interscholastic activity; provide for. Amends 1979 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1146a & repeals sec. 1289 of 1976 PA 451 (MCL 380.1289).,Youth Athletics,Introduced,https://legiscan.com/MI/bill/SB0218/2021
2021-03-09,South Carolina,H4047,"Amend The Code Of Laws Of South Carolina, 1976, To Enact The ""south Carolina Vulnerable Child Compassion And Protection Act"" By Adding Chapter 139 To Title 44 So As To Prohibit The Performance Of A Medical Procedure Or The Prescription Or Issuance Of Medication, Upon Or To A Minor, That Is Intended To Alter The Appearance Of The Minor's Gender Or Delay Puberty, With Exceptions; To Create Criminal Penalties; And For Other Purposes.",Healthcare,Introduced*,https://legiscan.com/SC/bill/H4047/2021
2021-02-25,Minnesota,HF1657,"Male student participation in female athletics restricted, male access to female changing facilities restricted, and criminal penalties provided.",Youth Athletics,Introduced,https://legiscan.com/MN/bill/HF1657/2021
2021-02-25,Georgia,SB266,"A BILL to be entitled an Act to amend Title 20 of the Official Code of Georgia Annotated, relating to education, so as to provide that it shall be unlawful for a public school or a private school whose students or teams compete against a public school to operate, sponsor, or facilitate athletic programs or activities that permit a person whose gender is male to participate in an athletic program or activity that is designated for females; to provide for definitions; to provide for remedies for violations; to provide for exceptions; to waive certain immunities; to provide for a short title; to provide for related matters; to repeal conflicting laws; and for other purposes.",Youth Athletics,Introduced,https://legiscan.com/GA/bill/SB266/2021
2021-02-11,Tennessee,SB1238,"As introduced, specifies, for the offense of observation without consent, that a person has a reasonable expectation of privacy from members of the opposite sex in a single-sex multi-person use bathroom, locker room, dressing room or shower; defines a person's sex as the sex listed on the person's birth certificate and makes other related changes. - Amends TCA Title 39, Chapter 13.",ID Updates,Introduced,https://legiscan.com/TN/bill/SB1238/2021
2021-02-11,Minnesota,SF960,Omnibus education policy and finance bill,Youth Athletics,Introduced,https://legiscan.com/MN/bill/SF960/2021
2021-02-10,Tennessee,HB1177,"As introduced, specifies, for the offense of observation without consent, that a person has a reasonable expectation of privacy from members of the opposite sex in a single-sex multi-person use bathroom, locker room, dressing room or shower; defines a person's sex as the sex listed on the person's birth certificate and makes other related changes. - Amends TCA Title 39, Chapter 13.",ID Updates,Introduced,https://legiscan.com/TN/bill/HB1177/2021
2021-02-10,Georgia,HB401,"A BILL to be entitled an Act to amend Title 31 of the Official Code of Georgia Annotated, relating to health, so as to prohibit certain licensed, certified, or registered professionals from engaging in certain acts upon minors; to provide for a short title; to provide for definitions; to provide for exceptions; to provide for a penalty and private cause of action; to explicitly waive sovereign immunity, qualified immunity, and official immunity for such a private cause of action; to provide for related matters; to provide for an effective date and applicability; to repeal conflicting laws; and for other purposes.",Healthcare,Introduced,https://legiscan.com/GA/bill/HB401/2021
2021-02-09,Tennessee,SB0657,"As introduced, prohibits the provision of sexual identity change therapy to prepubescent minors; prohibits the provision of sexual identity change therapy to minors who have entered puberty unless a parent or guardian has written recommendations for the therapy from at least three physicians; punishes violations as child abuse; designates violations by healthcare professionals as professional misconduct. - Amends TCA Title 8; Title 36; Title 37; Title 39; Title 49; Title 53; Title 56; Title 63; Title 68 and Title 71.",Healthcare,Introduced,https://legiscan.com/TN/bill/SB0657/2021
2021-02-09,South Carolina,S0531,"Enact The ""save Women's Sports Act""; To Amend Article 5, Chapter 1, Title 59 Of The 1976 Code, Relating To Miscellaneous Educational Provisions, By Adding Section 59-1-500, To Provide That Public And Private Middle School-level And High School-level Teams And Sports Must Be Designated Based On Biological Sex, To Provide That Teams Or Sports Designated For Females Must Be Restricted To Students Of The Female Sex, To Provide Certain Protections For Public And Private Schools, And To Provide Certain Relief For Violations.",Youth Athletics,Introduced*,https://legiscan.com/SC/bill/S0531/2021
2021-02-09,Georgia,HB372,"A BILL to be entitled an Act to amend Part 14 of Article 6 of Title 20 of the Official Code of Georgia Annotated, relating to other educational programs, so as to provide a definition for the term ""gender""; to provide for the classification of athletic events or activities based on gender; to provide for a waiver process; to provide for remedies; to provide for related matters; to repeal conflicting laws; and for other purposes.",Youth Athletics,Introduced,https://legiscan.com/GA/bill/HB372/2021
2021-02-08,Iowa,HF405,A bill for an act relating to unfair practices involving access to areas of public accommodations designated for persons of one biological sex.,Public Facilities,Introduced*,https://legiscan.com/IA/bill/HF405/2021
2021-02-05,Tennessee,HB0578,"As introduced, prohibits the provision of sexual identity change therapy to prepubescent minors; prohibits the provision of sexual identity change therapy to minors who have entered puberty unless a parent or guardian has written recommendations for the therapy from at least three physicians; punishes violations as child abuse; designates violations by healthcare professionals as professional misconduct. - Amends TCA Title 8; Title 36; Title 37; Title 39; Title 49; Title 53; Title 56; Title 63; Title 68 and Title 71.",Healthcare,Introduced,https://legiscan.com/TN/bill/HB0578/2021
2021-02-03,Ohio,HB61,"To enact sections 3313.5317 and 3345.561 of the Revised Code to enact the ""Save Women's Sports Act"" to require schools, state institutions of higher education, and private colleges to designate separate single-sex teams and sports for each sex.",Youth Athletics,Introduced,https://legiscan.com/OH/bill/HB61/2021
2021-02-03,Georgia,HB276,"A BILL to be entitled an Act to amend Title 20 of the Official Code of Georgia Annotated, relating to education, so as to provide that it shall be unlawful for a public school, an institution of the University System of Georgia, or a private school whose students or teams compete against a public school to operate, sponsor, or facilitate athletic programs or activities that permit a person whose gender is male to participate in an athletic program or activity that is designated for females; to provide for a definition; to provide for remedies for violations; to waive certain immunities; to provide for related matters; to repeal conflicting laws; and for other purposes.",Youth Athletics,Introduced,https://legiscan.com/GA/bill/HB276/2021
2021-02-02,Iowa,HF341,A bill for an act relating to the statute of limitations for recovery from injuries sustained from treatment for identity disorder.,Healthcare,Introduced*,https://legiscan.com/IA/bill/HF341/2021
2021-02-02,Iowa,HF340,A bill for an act relating to the construction of the Iowa civil rights Act of 1965 regarding sex and gender identity.,Nondiscrimination Protections,Introduced*,https://legiscan.com/IA/bill/HF340/2021
2021-02-02,Iowa,SF224,A bill for an act prohibiting persons from entering single and multiple occupancy toilet facilities in elementary and secondary schools that do not correspond with the person's biological sex.,Public Facilities,Introduced*,https://legiscan.com/IA/bill/SF224/2021
2021-02-02,Iowa,HF334,A bill for an act relating to student participation in interscholastic or intramural athletic teams or sports based on biological sex.,Youth Athletics,Introduced*,https://legiscan.com/IA/bill/HF334/2021
2021-02-01,Oklahoma,SB583,Health services for minors; prohibiting certain medical treatment for minors; providing penalty. Effective date.,Healthcare,Introduced*,https://legiscan.com/OK/bill/SB583/2022
2021-02-01,Oklahoma,SB676,Crime and punishment; providing definition; providing certain penalty. Effective date.,Healthcare,Introduced*,https://legiscan.com/OK/bill/SB676/2022
2021-02-01,Oklahoma,SB331,Student athletics; creating the Save Women's Sports Act; requiring designation of certain athletic teams. Effective date. Emergency.,Youth Athletics,Introduced*,https://legiscan.com/OK/bill/SB331/2022
2021-01-28,Iowa,HF272,A bill for an act removing gender identity as a protected class under the Iowa civil rights Act.,Nondiscrimination Protections,Introduced*,https://legiscan.com/IA/bill/HF272/2021
2021-01-28,Minnesota,HF350,Student participation in athletic teams restricted.,Youth Athletics,Introduced,https://legiscan.com/MN/bill/HF350/2021
2021-01-28,Minnesota,HF352,Female student sport team participation restricted to the female sex.,Youth Athletics,Introduced,https://legiscan.com/MN/bill/HF352/2021
2021-01-27,Hawaii,HB1304,Prohibits biologically born males from competing in any athletic program offered by a public high school that is designated for women or girls.,Youth Athletics,Introduced*,https://legiscan.com/HI/bill/HB1304/2022
2021-01-22,Iowa,HF187,A bill for an act relating to unfair practices involving access to areas of public accommodations or educational institutions.,Public Facilities,Introduced*,https://legiscan.com/IA/bill/HF187/2021
2021-01-22,Iowa,HF193,"A bill for an act relating to actions relative to treatment or intervention regarding the discordance between a minor's sex and gender identity, and providing civil penalties.",Healthcare,Introduced*,https://legiscan.com/IA/bill/HF193/2021
2021-01-22,Iowa,HF184,A bill for an act relating to student participation in interscholastic or intramural athletic teams or sports based on biological sex.,Youth Athletics,Introduced*,https://legiscan.com/IA/bill/HF184/2021
2021-01-14,Minnesota,SF96,High school league member public schools separate teams provision violation clarification,Youth Athletics,Introduced,https://legiscan.com/MN/bill/SF96/2021
2021-01-12,South Carolina,H3477,"Amend The Code Of Laws Of South Carolina, 1976, So As To Enact The ""save Women's Sports Act"" By Adding Section 59-1-500 So As To Ensure Continued Inclusivity Of Females In The School Sports Arena By Providing That Public And Private Middle School-level And High School-level Teams And Sports Must Be Designated Based On Biological Sex, To Provide That Teams Or Sports Designated For Females May Be Restricted To Students Of The Female Sex, To Provide For Certain Protections For Public And Private Schools, And To Provide Certain Relief For Violations.",Youth Athletics,Introduced*,https://legiscan.com/SC/bill/H3477/2021
2021-01-04,New Hampshire,HB198,Relative to an exception to the opportunity for public education without discrimination.,Youth Athletics,Introduced,https://legiscan.com/NH/bill/HB198/2022
