"Date","State","Bill","Bill Description","Bill Type","Status","Bill Link","year"
2023-03-06,"Florida","H1521","Provides requirements for exclusive use of restrooms & changing facilities by gender; prohibits willfully entering restroom or changing facility designated for opposite sex & refusing to depart when asked to do so; provides requirements for exclusive use of domestic violence centers by gender; provides requirements for correctional institutions; requires entities that receive state licenses to submit compliance documentation; authorizes AG to bring enforcement actions provides exception for individuals born with certain genetically or biochemically verifiable disorder of sex development.","Public Facilities","Introduced","https://legiscan.com/FL/bill/H1521/2023","2023"
2023-03-06,"Texas","SB1690","Relating to prohibiting the conservatorship of a child by a parent who removes the child from this state for certain purposes relating to gender reassignment.","Healthcare","Introduced","https://legiscan.com/TX/bill/SB1690/2023","2023"
2023-03-03,"Arizona","SB1026","State monies; drag shows; minors","Drag Performance","Crossed Over","https://legiscan.com/AZ/bill/SB1026/2023","2023"
2023-03-03,"Arizona","SB1698","Unlawful exposure; minors; sentencing; reporting","Healthcare","Crossed Over","https://legiscan.com/AZ/bill/SB1698/2023","2023"
2023-03-03,"Florida","H1421","Authorizes court of state to enter, modify, or stay child custody determination under specified circumstances; prohibits persons & entities from expending funds for reimbursement for specified clinical interventions; prohibits person's biological sex from being changed on birth certificate; prohibits gender clinical interventions for minors; authorizes certain persons to refuse to participate in gender clinical interventions; prohibits health insurance policy & health maintenance contract from providing coverage for gender clinical interventions; provides physician liability & authorizes award of specified damages, fees, & costs.","Healthcare","Introduced","https://legiscan.com/FL/bill/H1421/2023","2023"
2023-03-03,"Florida","S1674","Creating the ""Safety in Private Spaces Act""; providing requirements for exclusive use of restrooms by gender; providing requirements for exclusive use of changing facilities by gender; providing exceptions; prohibiting willfully entering a restroom or changing facility designated for the opposite sex and refusing to immediately depart when asked to do so by another person present there; providing criminal penalties, etc.","Public Facilities","Introduced","https://legiscan.com/FL/bill/S1674/2023","2023"
2023-03-03,"Kentucky","HB470","Create new sections of KRS Chapter 311 to define terms; state that the provision of gender transition services to a person under the age of 18 years by a health care provider or mental health care provider is unethical and unprofessional conduct; require an investigation of any report of provision of gender transition services to a person under the age of 18 years; require revocation of the provider's license if confirmed and termination of public funding for a public employee; require that providers be jointly and severally liable for all damages and costs sustained for providing gender transition services or aiding and assisting a person under the age of 18 years to consider or to obtain gender transition services; provide defense to providers refusing to provide services; make failure to report provision of gender transition services a crime; permit an action on a violation to be taken by the parent or guardian of a person before the person attains the age of 18 years and by the person within 30 years of the person attaining the age of 18 years, with exceptions under which the time may be longer; require conditions for actions and damages; prohibit use of public funds for gender transition services; prohibit a provider employed by a public agency to provide include gender transition procedures; permit the Attorney General to bring action to enforce provisions; permit intervention as a matter of right if these provisions are challenged; prohibit a public provider from intervening in a legal proceeding in defense of the provision of gender transition services; create a new section of KRS Chapter 205 to prohibit Medicaid coverage of gender transition procedures for a person under age 18 years; create a new section of Subtitle12 of KRS Chapter 304 to establish liability provisions if an insurer elects to cover gender transition services; amend KRS 18A.225 to prohibit a fully insured benefit plan or self-insured plan for public employees from covering gender transition services for a person under the age of 18 years; amend KRS 454.210 to add to court permission to exercise personal jurisdiction over a person who acts directly or by an agent, as to a claim arising from the person's engaging in the provision of gender transition services to a person under the age of 18 years; create a new section of KRS Chapter 158 to prohibit a public school counselor, school-based mental health services provider, or other public employee from aiding or assisting in the provision of gender transition services for a person under the age of 18 years; establish liability provisions; require school notification of parents of child's expression of sex or gender inconsistency with exceptions; amend KRS 141.039 to require that corporate income relating to the provision of gender transition services to a person under age 18 years be added to net income; amend KRS 213.121 to prohibit a registered certificate or report from being amended if the purpose is to assist with a social or physical gender transition; amend KRS 401.020 to prohibit a court to order a name change if the purpose is to assist with a social or physical gender transition; create a new section of KRS Chapter 600 to prohibit the Department of Juvenile Justice from classifying a detainee by a sex that is inconsistent with defined sex; allow the Act to be cited as the Do No Harm Act; EFFECTIVE January 1, 2024.","Healthcare","Crossed Over","https://legiscan.com/KY/bill/HB470/2023","2023"
2023-03-03,"North Dakota","HB1522","A BILL for an Act to create and enact a new section to chapter 14-02.4 and a new section to chapter 15.1-06 of the North Dakota Century Code, relating to preferred pronouns and providing accommodations to a transgender student; to provide a penalty; and to declare an emergency.","Public Facilities","Crossed Over","https://legiscan.com/ND/bill/HB1522/2023","2023"
2023-03-03,"Texas","HB3360","Relating to a prohibition on the presence of minors at certain performances facilitated by certain alcoholic beverage permit and license holders.","Drag Performance","Introduced","https://legiscan.com/TX/bill/HB3360/2023","2023"
2023-03-03,"Utah","HB0132","Prohibiting Sex Transitioning Procedures on Minors","Healthcare","Dead/Failed","https://legiscan.com/UT/bill/HB0132/2023","2023"
2023-03-02,"Arizona","SB1001","Pronouns; biological sex; school policies","Schools / Education","Crossed Over","https://legiscan.com/AZ/bill/SB1001/2023","2023"
2023-03-02,"South Carolina","S0585","Amend The South Carolina Code Of Laws By Adding Section 16-15-450 So As To Prohibit Adult Cabaret Performances On Public Property And In Places Where Such A Performance Can Be Viewed By Minors, And To Define Necessary Terms.","Drag Performance","Dead/Failed","https://legiscan.com/SC/bill/S0585/2023","2023"
2023-03-02,"Texas","HB3213","Relating to the detainment and housing of juveniles based on biological sex.","Other","Introduced","https://legiscan.com/TX/bill/HB3213/2023","2023"
2023-03-02,"United States","SB635","A bill to protect children from medical malpractice in the form of gender transition procedures.","Healthcare","Introduced","https://legiscan.com/US/bill/SB635/2023","2023"
2023-03-01,"Arizona","HB2312","Women's shelters; male employees; liability","Public Facilities","Crossed Over","https://legiscan.com/AZ/bill/HB2312/2023","2023"
2023-03-01,"Arizona","SB1040","Public schools; restrooms; reasonable accommodations","Public Facilities","Crossed Over","https://legiscan.com/AZ/bill/SB1040/2023","2023"
2023-03-01,"Florida","S1320","Defining the term ""sex""; prohibiting an employee, contractor, or student of a public school from being required to refer to a person using personal titles or pronouns that do not correspond with that person's sex; prohibiting classroom instruction by school personnel on sexual orientation or gender identity until grade 9; providing that such prohibition applies to charter schools; providing that materials used to teach reproductive health or any disease as part of certain courses must be approved by the Department of Education; requiring district school boards to adopt and publish a specified process relating to student access to certain materials, etc.","Schools / Education","Introduced","https://legiscan.com/FL/bill/S1320/2023","2023"
2023-03-01,"Georgia","HB653","A BILL to be entitled an Act to amend Chapter 1 of Title 43 of the O.C.G.A., relating to general provisions relative to professions and businesses, so as to prohibit health care providers from performing specified practices on minors relating to altering a person's appearance relating to gender; to provide for related matters; to provide for an effective date; to repeal conflicting laws; and for other purposes.","Healthcare","Introduced","https://legiscan.com/GA/bill/HB653/2023","2023"
2023-03-01,"Missouri","HB1364","Establishes the offense of engaging in an adult cabaret performance or organizing or authorizing the viewing of an adult cabaret performance and the offense of organizing or authorizing the viewing of a drag queen story hour","Drag Performance","Introduced","https://legiscan.com/MO/bill/HB1364/2023","2023"
2023-03-01,"Oklahoma","HB2177","Public health and safety; health care professionals; prohibiting certain gender transition procedures; exceptions; administrative remedies; emergency.","Healthcare","Crossed Over","https://legiscan.com/OK/bill/HB2177/2023","2023"
2023-03-01,"Texas","HB3147","Relating to the detainment and housing of juveniles and inmates based on biological sex.","Other","Introduced","https://legiscan.com/TX/bill/HB3147/2023","2023"
2023-03-01,"United States","HB1276","To protect children from medical malpractice in the form of gender transition procedures.","Healthcare","Introduced","https://legiscan.com/US/bill/HB1276/2023","2023"
2023-02-28,"Iowa","HF482","A bill for an act prohibiting persons from entering single and multiple occupancy toilet facilities in elementary and secondary schools that do not correspond with the person's biological sex.","Public Facilities","Dead/Failed","https://legiscan.com/IA/bill/HF482/2023","2023"
2023-02-28,"Missouri","HB1332","Authorizes a tax on the endowments of qualifying institutions of higher education and a corresponding endowment tax revenue trigger to income tax rates","Healthcare","Introduced","https://legiscan.com/MO/bill/HB1332/2023","2023"
2023-02-28,"Missouri","HB1333","Modifies provisions relating to the fiduciary duty and proxy voting activities of public retirement systems","Other","Introduced","https://legiscan.com/MO/bill/HB1333/2023","2023"
2023-02-28,"Missouri","SB693","Creates the offense of engaging in an adult cabaret performance","Drag Performance","Introduced","https://legiscan.com/MO/bill/SB693/2023","2023"
2023-02-28,"Mississippi","HB1125","An Act To Create The ""regulate Experimental Adolescent Procedures (reap)"" Act For Any Person Under Eighteen Years Of Age; To Provide Definitions For The Act; To Prohibit The Direct Or Indirect Use, Grant, Payment Or Distribution Of Public Funds To Any Entity, Organization Or Individual That Provides Gender Transition Procedures To A Person Under Eighteen Years Of Age; To Provide That Health Care Services Furnished In A State Or Locally-owned Health Care Facility Or By A Physician Or Other Health Care Professional Employed By The State Or Local Government Shall Not Include Gender Transition Procedures For A Person Under Eighteen Years Of Age; To Provide That Amounts Paid During A Taxable Year For Provision Of Gender Transition Procedures Or As Premiums For Health Care Coverage That Includes Coverage For Gender Transition Procedures Are Not Deductible Under The State Income Tax Laws; To Authorize The Attorney General To Bring An Action To Enforce Compliance With This Act; To Create New Section 43-13-117.7, Mississippi Code Of 1972, To Prohibit The Division Of Medicaid From Reimbursing Or Providing Coverage For Gender Transition Procedures For A Person Under Eighteen Years Of Age; To Amend Section 83-9-22, Mississippi Code Of 1972, To Provide That Health Coverage Plans Are Not Required To Include Gender Transition Procedures; To Create New Section 83-9-37, Mississippi Code Of 1972, To Provide That A Health Benefit Plan Under An Insurance Policy Or Other Plan Providing Health Care Coverage Shall Not Include Reimbursement For Gender Transition Procedures For A Person Under Eighteen Years Of Age; To Amend Sections 27-7-17, 73-15-29 And 73-25-29, Mississippi Code Of 1972, To Conform To The Provisions Of This Act; To Amend Section 73-25-33, Mississippi Code Of 1972, To Exclude The Performance Gender Transition Procedures From The ""practice Of Medicine"" Meaning; To Amend Section 11-46-5, Mississippi Code Of 1972, To Exclude From Tort Immunity Violations Of This Act; To Amend Section 41-41-219, Mississippi Code Of 1972, To Conform To The Preceding Section; To Provide Severability If Any Part Of This Act Is Found Unconstitutional; And For Related Purposes.","Healthcare","Signed/Enacted","https://legiscan.com/MS/bill/HB1125/2023","2023"
2023-02-27,"Arkansas","SB43","To Add Certain Restrictions To An Adult-oriented Performance; And To Define An Adult-oriented Performance.","Other","Signed/Enacted","https://legiscan.com/AR/bill/SB43/2023","2023"
2023-02-27,"Montana","HB359","Prohibit minors from attending drag shows","Drag Performance","Crossed Over","https://legiscan.com/MT/bill/HB359/2023","2023"
2023-02-27,"Ohio","HB68","To enact sections 3109.054, 3129.01, 3129.02, 3129.03, 3129.04, 3129.05, 3129.06, and 3129.07 of the Revised Code regarding gender transition services for minors and to name this act the Ohio Saving Adolescents from Experimentation (SAFE) Act.","Healthcare","Introduced","https://legiscan.com/OH/bill/HB68/2023","2023"
2023-02-27,"Texas","HB2862","Relating to the confinement of inmates according to biological sex.","Other","Introduced","https://legiscan.com/TX/bill/HB2862/2023","2023"
2023-02-27,"Wyoming","SF0144","AN ACT relating to public health and safety; prohibiting physicians from performing procedures for children related to gender transitioning and gender reassignment; providing an exception; providing that gender transitioning and reassignment procedures are grounds for suspension or revocation of a physician's or health care provider's license; prohibiting insurance coverage for children for gender transitioning and reassignment procedures; providing definitions; specifying applicability; requiring rulemaking; and providing for effective dates.","Healthcare","Dead/Failed","https://legiscan.com/WY/bill/SF0144/2023","2023"
2023-02-27,"Wyoming","SF0172","AN ACT relating to the administration of government; specifying requirements for the hiring and retention of investment managers, trustees and fiduciaries who invest state funds as specified; specifying proxy voting requirements for investment managers, trustees and fiduciaries who invest state funds; providing definitions; making conforming amendments; specifying applicability; and providing for an effective date.","Other","Dead/Failed","https://legiscan.com/WY/bill/SF0172/2023","2023"
2023-02-24,"Texas","SB1198","Relating to the statute of limitations on a health care liability claim involving certain gender modification drugs provided to and procedures performed on a minor.","Healthcare","Introduced","https://legiscan.com/TX/bill/SB1198/2023","2023"
2023-02-23,"Arizona","SB1417","Students with disabilities; diaper changes","Other","Crossed Over","https://legiscan.com/AZ/bill/SB1417/2023","2023"
2023-02-23,"Indiana","HB1407","Parental rights. Provides that the state of Indiana, a political subdivision or other governmental entity of the state of Indiana, a government official, or any other person acting under the color of law shall not infringe on the fundamental right of a parent to direct the upbringing, education, health care, and mental health of the parent's child without demonstrating that the infringement: (1) is required by a compelling governmental interest of the highest order as long recognized in the history and traditions of the state of Indiana; and (2) as applied to the child, is narrowly tailored and not otherwise served by a less restrictive means. Creates a right of action for violation of a parent's rights with respect to the upbringing, education, and health care of the parent's child. Provides that a child is not a child in need of services due to the child's parent, guardian, or custodian: (1) referring to and raising the child consistent with the child's biological sex; or (2) declining to consent to the child receiving: (A) specified medication; (B) a medical procedure the purpose of which is to alter the apparent gender or sex of the child or affirm the child's perception of the child's gender or sex in a manner inconsistent with the child's biological sex; or (C) counseling or other mental health services the purpose of which is to affirm the child's perception of the child's gender or sex if the child's perception is inconsistent with the child's biological sex. Provides that if the juvenile court finds that a child is a child in need of services because the child substantially endangers the child's own or another's health, the court shall release the child to the child's parent, guardian, or custodian and may not enter a dispositional decree ordering removal of the child, unless: (1) the court also finds that the child is a child in need of services for another reason; or (2) the parent, guardian, or custodian consents to the child being removed from the child's home. Specifies that the parental rights and responsibilities do not: (1) authorize a parent to: (A) abuse or neglect a child; or (B) make the decision to end the child's life; or (2) prohibit a court from issuing an order that is otherwise permitted by law. Makes conforming changes.","Healthcare","Crossed Over","https://legiscan.com/IN/bill/HB1407/2023","2023"
2023-02-23,"Missouri","HB1258","Enacts provisions to protect student, parent, and teacher rights regarding school employees and independent contractors","Schools / Education","Introduced","https://legiscan.com/MO/bill/HB1258/2023","2023"
2023-02-23,"Texas","HB2722","Relating to a public school policy regarding multi-occupancy bathrooms or changing facilities.","Public Facilities","Introduced","https://legiscan.com/TX/bill/HB2722/2023","2023"
2023-02-22,"Kentucky","HB585","Amend KRS 213.046, 213.056, and 213.071 to require the biological sex designation on a birth certificate to be either male or female and prohibit a nonbinary or any symbol representing a nonbinary designation including the letter ""X.""","ID Updates","Introduced","https://legiscan.com/KY/bill/HB585/2023","2023"
2023-02-22,"Texas","SB1082","Relating to the definition and use of the terms """"male"""" and """"female"""" for purposes of certain government documents.","ID Updates","Introduced","https://legiscan.com/TX/bill/SB1082/2023","2023"
2023-02-21,"Iowa","SF348","A bill for an act relating to minors present at drag shows, and providing penalties.","Drag Performance","Dead/Failed","https://legiscan.com/IA/bill/SF348/2023","2023"
2023-02-21,"Kentucky","HB396","Amend KRS 156.070 to remove the statutory eligibility restriction for nonresident student participation in interscholastic athletics; retain eligibility authority with the agency designated to manage interscholastic athletics.","Youth Athletics","Introduced","https://legiscan.com/KY/bill/HB396/2023","2023"
2023-02-21,"North Dakota","HB1297","A BILL for an Act to create and enact a new section to chapter 23-02.1 of the North Dakota Century Code, relating to correction or amendment of birth records.","ID Updates","Crossed Over","https://legiscan.com/ND/bill/HB1297/2023","2023"
2023-02-21,"North Dakota","HB1474","A BILL for an Act to amend and reenact section 1-01-49 and subsection 7 of section 51-35-01 of the North Dakota Century Code, relating to the definition of female, male, sex, and scrap metal dealer.","Other","Crossed Over","https://legiscan.com/ND/bill/HB1474/2023","2023"
2023-02-21,"United States","HB1112","To provide requirements related to the eligibility of individuals who identify as transgender from serving in the Armed Forces.","Other","Introduced","https://legiscan.com/US/bill/HB1112/2023","2023"
2023-02-20,"Iowa","SF335","A bill for an act prohibiting persons from entering single and multiple occupancy toilet facilities and other facilities in elementary and secondary schools that do not correspond with the person's biological sex and including effective date provisions.(See SF 482.)","Public Facilities","Dead/Failed","https://legiscan.com/IA/bill/SF335/2023","2023"
2023-02-20,"West Virginia","SB692","The purpose of this bill is relating to gender reassignment medical services for minors; making findings and declarations; defining sex; establishing prohibited treatment for minors; providing exceptions; creating responsibilities for school personnel; and establishing consequences for violations of article","Healthcare","Dead/Failed","https://legiscan.com/WV/bill/SB692/2023","2023"
2023-02-20,"West Virginia","SB697","The purpose of this bill is to prohibit gender transition surgeries, treatments, and therapies to minors. The bill establishes penalties for practitioners in violation of regulations. The bill safeguards the mental and physical health of minors. The bill prohibits political subdivisions from enacting conflicting policies. The bill creates whistleblower protection. Finally, the bill prohibits taxpayer subsidization of gender transition treatments.","Healthcare","Dead/Failed","https://legiscan.com/WV/bill/SB697/2023","2023"
2023-02-17,"New Mexico","HM57","Importance Of Biological Males & Females","Youth Athletics","Introduced","https://legiscan.com/NM/bill/HM57/2023","2023"
2023-02-17,"Texas","SB1007","Relating to defenses to prosecution for certain criminal offenses involving material or conduct that may be obscene or is otherwise harmful to children.","Schools / Education","Introduced","https://legiscan.com/TX/bill/SB1007/2023","2023"
2023-02-17,"Texas","SB1029","Relating to civil liability for, governmental health plan coverage of, and public funding for gender modification procedures and treatments.","Healthcare","Introduced","https://legiscan.com/TX/bill/SB1029/2023","2023"
2023-02-17,"United States","HB1064","To provide requirements related to the eligibility of transgender individuals from serving in the Armed Forces.","Other","Introduced","https://legiscan.com/US/bill/HB1064/2023","2023"
2023-02-16,"California","AB1314","An act to amend Section 51101 of the Education Code, relating to pupils.","Schools / Education","Introduced","https://legiscan.com/CA/bill/AB1314/2023","2023"
2023-02-16,"Minnesota","HF1903","Drag performances classified as adult entertainment, and location restrictions of an adult entertainment establishment expanded.","Drag Performance","Introduced","https://legiscan.com/MN/bill/HF1903/2023","2023"
2023-02-16,"New Mexico","HB492","Women's Sports Protection Act","Youth Athletics","Introduced","https://legiscan.com/NM/bill/HB492/2023","2023"
2023-02-16,"Oklahoma","SB613","Health care; prohibiting gender transition procedures for children; providing for administrative, criminal and civil enforcement. Effective date.","Healthcare","Crossed Over","https://legiscan.com/OK/bill/SB613/2023","2023"
2023-02-16,"Rhode Island","S0391","Categorizes women by their biological identity at birth rather than their gender identity for purpose of organized sports.","Youth Athletics","Introduced","https://legiscan.com/RI/bill/S0391/2023","2023"
2023-02-15,"Ohio","HB6","To enact sections 3313.5319 and 3345.562 of the Revised Code to enact the Save Women's Sports Act to require schools, state institutions of higher education, and private colleges to designate separate single-sex teams and sports for each sex.","Youth Athletics","Introduced","https://legiscan.com/OH/bill/HB6/2023","2023"
2023-02-15,"United States","SB435","A bill to provide requirements related to the eligibility of individuals who identify as transgender from serving in the Armed Forces.","Other","Introduced","https://legiscan.com/US/bill/SB435/2023","2023"
2023-02-15,"United States","SB457","A bill to establish a Federal tort against pediatric gender clinics and other entities pushing gender-transition procedures that cause bodily injury to children or harm the mental health of children.","Healthcare","Introduced","https://legiscan.com/US/bill/SB457/2023","2023"
2023-02-14,"Missouri","HB1157","Prohibits discrimination against health care professionals who refuse to assist in medical procedures or treatments relating to sex reassignment or gender identity transitioning","Healthcare","Introduced","https://legiscan.com/MO/bill/HB1157/2023","2023"
2023-02-14,"South Dakota","HB1080","Prohibit certain medical and surgical interventions on minor patients.","Healthcare","Signed/Enacted","https://legiscan.com/SD/bill/HB1080/2023","2023"
2023-02-13,"Colorado","HB1098","Concerning protecting female students' rights in athletics.","Youth Athletics","Dead/Failed","https://legiscan.com/CO/bill/HB1098/2023","2023"
2023-02-13,"New Mexico","HB394","No Gender Reassignment Teaching In Schools","Schools / Education","Introduced","https://legiscan.com/NM/bill/HB394/2023","2023"
2023-02-10,"Kansas","HB2404","Enacting the Kansas protection of pensions and businesses against ideological interference act, relating to ideological boycotts involving environmental, social or governance standards, requiring KPERS to divest from and prohibiting state contracts or the deposit of state moneys with entities engaged in such boycotts as determined by the state treasurer and prohibiting discriminatory practices in the financial services industry based on such boycotts.","Other","Introduced","https://legiscan.com/KS/bill/HB2404/2023","2023"
2023-02-09,"Georgia","SB141","A BILL to be entitled an Act to amend Chapter 1 of Title 43 of the O.C.G.A., relating to general provisions relative to professions and businesses, so as to prohibit health care providers from performing specified practices on minors relating to altering a person's appearance relating to gender; to prohibit health care providers from aiding or abetting such practices for minors; to amend Part 3 of Article 16 of Chapter 2 of Title 20 of the O.C.G.A., relating to student health, so as to prohibit school nurses and other employees and officials from engaging in certain conduct relating to a minor's perception of his or her gender; to provide for legislative findings; to provide for related matters; to provide for an effective date; to repeal conflicting laws; and for other purposes.","Healthcare","Introduced","https://legiscan.com/GA/bill/SB141/2023","2023"
2023-02-09,"Iowa","SSB1145","A bill for an act relating to children and students, including establishing a parent's or guardian's right to make decisions affecting the parent's or guardian's child, modifying provisions related to student health screenings and the curriculum in school districts, accredited nonpublic schools, and charter schools, other duties of school districts, competent private instruction, and special education, making appropriations, and providing civil penalties.(See SF 496.)","Schools / Education","Dead/Failed","https://legiscan.com/IA/bill/SSB1145/2023","2023"
2023-02-09,"Kansas","SB224","Enacting the Kansas protection of pensions and businesses against ideological interference act, relating to ideological boycotts involving environmental, social or governance standards, requiring KPERS to divest from and prohibiting state contracts or the deposit of state moneys with entities engaged in such boycotts as determined by the state treasurer and prohibiting discriminatory practices in the financial services industry based on such boycotts.","Other","Introduced","https://legiscan.com/KS/bill/SB224/2023","2023"
2023-02-09,"South Carolina","H3728","Amend The South Carolina Code Of Laws By Enacting The ""south Carolina Transparency And Integrity In Education Act""; By Adding Article 5 To Chapter 29, Title 59 So As To Express Related Intentions Of The General Assembly, To Provide Necessary Definitions, To Prohibit Certain Concepts From Being Included In Public School Instruction And Professional Development, To Provide Means For Addressing Violations, And To Provide Procedures For Public Review Of Public School Curriculum And Instructional Materials; And By Amending Section 59-28-180, Relating To Parental Expectations In The Parental Involvement In Their Children's Education Act, So As To Provide Parents Are Expected To Be The Primary Source Of The Education Of Their Children Regarding Morals, Ethics, And Civic Responsibility, And To Provide A Parental Pledge Of Expectations Must Be Provided To Parents As Part Of The Registration And Enrollment Process.","Schools / Education","Crossed Over","https://legiscan.com/SC/bill/H3728/2023","2023"
2023-02-09,"Texas","HB2116","Relating to psychological evaluations before the provision of gender reassignment treatments and procedures.","Healthcare","Introduced","https://legiscan.com/TX/bill/HB2116/2023","2023"
2023-02-09,"United States","HR115","Establishing a Women's Bill of Rights to reaffirm legal protections afforded to women under Federal law.","Other","Introduced","https://legiscan.com/US/bill/HR115/2023","2023"
2023-02-09,"United States","SR53","A resolution establishing a Women's Bill of Rights to reaffirm legal protections afforded to women under Federal law.","Other","Introduced","https://legiscan.com/US/bill/SR53/2023","2023"
2023-02-08,"Illinois","SB1659","Amends the School Code. Provides that school districts may regulate and restrict access to public restrooms, locker rooms, dressing rooms, and other similar places on the basis of biological sex and may also adopt a policy that provides for gender neutral or alternative facilities for students, staff, and members of the public, as the school district deems appropriate. Provides that school districts are not required to: (1) adopt a policy that restricts or regulates access to public restrooms, locker rooms, dressing rooms, and other similar places on the basis of biological sex; (2) adopt a policy that includes the facilitation of gender neutral or alternative facilities for students, staff, and members of the public; (3) limit access by a minor accompanied by an adult guardian of the opposite sex into a specified facility appropriate for the adult guardian; (4) prohibit a person with disabilities from using a specified facility appropriate to the biological sex of either the person with disabilities or of an adult caretaker providing assistance; (5) prohibit access to these facilities by custodial staff, school staff, or other persons in an emergency situation; or (6) alter their current policies on access to public restrooms, locker rooms, dressing rooms, and other similar places.","Public Facilities","Dead/Failed","https://legiscan.com/IL/bill/SB1659/2023","2023"
2023-02-08,"Kansas","SB207","Requiring policies for and establishing restrictions on school districts with regard to the use of an individual's pronouns if such pronouns differ from the individual's biological sex.","Schools / Education","Introduced","https://legiscan.com/KS/bill/SB207/2023","2023"
2023-02-08,"Kentucky","SB102","Create new sections of KRS Chapter 158 to define terms; make legislative findings and declarations on the rights of parents as it relates to public schools and establish a standard to protect those rights; require public schools to establish a process to receive complaints of violations; create a cause of action for violations and establish limitations; establish specific parental rights as related to public schools; require public schools to adopt policies to protect those rights; require the Kentucky Department of Education to eliminate administrative regulations in violation and develop recommended policies to public schools for compliance; make findings and declarations related to privacy of parents and children and require public schools to adopt policies to safeguard those rights; establish a cause of action for a child encountering a person of the opposite biological sex while in a location where there is a reasonable expectation of bodily privacy; create a cause of action for those who are forced by a public school to share private quarters with specific people of the opposite biological sex and provide exclusions; make findings and declarations relating to controversial subject matter in common schools; establish a parental right of not having a child indoctrinated into any political position or being involved in advocacy in a controversial subject matter; establish limitations on school personnel related to instruction and discussion on sexual orientation, sexual preference, or gender expression; establish limitations on school personnel advocacy in the scope of employment and actions based on the immutable characteristics of students; prohibit compelling school personnel to advocate for or against anything in opposition to sincerely held beliefs and convictions; require public schools to adopt enforcement policies; establish limitations; establish a parental right to expect a child not be exposed to or given access to harmful to minors, pervasively vulgar, or obscene matter or performance or obscene imagery representing minors; require that public schools adopt policies to protect that right by making those materials and performances inaccessible and prohibit matters and performances harmful to minors, drag performances, pervasively vulgar performances, obscene performances, and any performance involving sexual conduct, nudity, or stripping; provide that none of the materials identified shall be deemed to have educational value for minors; establish limitations; amend KRS 158.148 to establish a parental right to expect a child will not be bulled at school and require public schools adopt policies to ensure notification and support of bullying victims, require an order of reporting to staff, require specific time requirements for investigations; provide for an appeal and review of incidents; require identification of actions to prevent future acts of bullying or retaliation; require procedures for supporting victims; establish a short title of the Childhood Protection in Education Act.","Schools / Education","Introduced","https://legiscan.com/KY/bill/SB102/2023","2023"
2023-02-07,"Arizona","HB2711","Student information; parental notification; requirements","Schools / Education","Introduced","https://legiscan.com/AZ/bill/HB2711/2023","2023"
2023-02-07,"Illinois","HB2184","Creates the Freedom of Education Act. Makes findings. Provides that no public school district or public institution of higher education shall direct, require, or otherwise compel a student to personally affirm, adopt, or adhere to specified tenets. Provides that, notwithstanding any other provision of law or administrative rule to the contrary, a school board, parent, legal guardian, or student has the right to object to and refuse any unit of instruction or required course of study that directs, requires, or otherwise compels a student to personally affirm, adopt, or adhere to any of the specified tenets. Provides that school boards have to review and resolve objections to the school curriculum. Provides a list of ways to remedy objections. Provides that a school board may submit a certified question to the applicable board of elections to approve or disapprove of funding the curriculum. Provides that, notwithstanding any provision of law to the contrary, no distinction or classification of students may be made on account of race or color; however, nothing in this provision may be construed to prohibit the required collection or reporting of demographic data by public school districts or public institutions of higher education. Makes other changes. Effective immediately.","Schools / Education","Dead/Failed","https://legiscan.com/IL/bill/HB2184/2023","2023"
2023-02-07,"Kansas","SB201","Prohibiting the expenditure of state moneys for the production or performance of drag shows for which minors are the primary audience.","Drag Performance","Introduced","https://legiscan.com/KS/bill/SB201/2023","2023"
2023-02-07,"Kentucky","HB177","Create new sections of KRS Chapter 405 to establish definitions; provide for parental rights; establish that no governmental entity shall substantially burden the rights of parents unless required by a compelling governmental interest of the highest order and in the least restrictive means; establish specific rights of parents, with some limitations; provide that specific governmental employees shall not encourage or coerce a child to withhold information from a parent; recognize additional rights beyond those enumerated; require local boards of education or boards of directors of public charter schools to adopt specific policies to promote involvement of parents in education; allow the Kentucky Department of Education to provide consultation and model policies that shall not be binding on schools; require a report from the Kentucky Department of Education on the consultation and model policies provided to schools; require obtaining parental consent prior to procuring, soliciting to perform, arranging for the performance of, providing a referral for, or providing medical or mental health services to a child; require verification of identity for remote parental consent; establish limits of the applicability of the requirement; establish a cause of action for violation; establish terms and conditions for the cause of action; waive sovereign, governmental, and qualified immunity; specify applicability; amend KRS 160.715 to provide a procedure for requesting, inspecting, and reviewing specific information held by a school district or public charter school; and amend KRS 214.185 to establish the conditions required for providing medical or mental health services to a minor without consent of the parent or legal guardian; EMERGENCY.","Schools / Education","Introduced","https://legiscan.com/KY/bill/HB177/2023","2023"
2023-02-06,"Colorado","HB1092","Concerning limitations on the use of state money, and, in connection therewith, requiring the public employees' retirement association to make investments solely on financial factors, prohibiting certain government contracts with entities that engage in economic boycotts, and requiring the state treasurer to invest money eligible for investment solely on financial factors.","Other","Dead/Failed","https://legiscan.com/CO/bill/HB1092/2023","2023"
2023-02-06,"Kansas","HB2303","Enacting the community defense and human trafficking reduction act to regulate sexually oriented businesses and human trafficking and to impose criminal penalties.","Drag Performance","Introduced","https://legiscan.com/KS/bill/HB2303/2023","2023"
2023-02-06,"Missouri","SB598","Establishes the """"Missouri Child and Adolescent Protection Act""""","Healthcare","Introduced","https://legiscan.com/MO/bill/SB598/2023","2023"
